chr1,225662770,225662870
chr21,45209310,45209410
chr6,53036789,53036889
chr10,106051303,106051403
chr17,41837877,41837977
chr21,45066672,45066772
chr17,41561091,41561191
chr14,90866010,90866110
chr1,156066529,156066629
chr9,130880026,130880126
chr17,78549266,78549366
chr17,43212765,43212865
chr21,41160365,41160465
chr20,37064037,37064137
chr3,64009193,64009293
chr7,48149901,48150001
chr19,34269035,34269135
chr12,54069955,54070055
chr10,4891983,4892083
chr1,222638788,222638888
chr1,160651403,160651503
chr6,73122033,73122133
chr17,32527089,32527189
chr17,35730609,35730709
chr7,54841970,54842070
chr15,56538372,56538472
chr1,167772713,167772813
chr5,111496402,111496502
chr11,65990285,65990385
chr1,230778053,230778153
chr21,27173980,27174080
chr17,17259498,17259598
chr9,135897860,135897960
chr1,159861488,159861588
chr17,48624374,48624474
chr7,38409601,38409701
chr17,30646589,30646689
chr7,150869771,150869871
chr1,160346441,160346541
chr17,40474907,40475007
chr20,1484413,1484513
chr12,54140550,54140650
chr7,100157539,100157639
chr16,90148476,90148576
chr1,150952074,150952174
chr7,36710569,36710669
chr20,56785028,56785128
chr3,195577879,195577979
chr19,5690175,5690275
chr12,58299257,58299357
chr18,45275650,45275750
chr11,36768769,36768869
chr16,86597544,86597644
chr6,15691632,15691732
chr11,74952808,74952908
chr17,36823925,36824025
chr1,155145813,155145913
chr11,66176022,66176122
chr17,47633820,47633920
chr7,913089,913189
chr17,39819060,39819160
chr7,25605638,25605738
chr1,114889249,114889349
chr17,72199651,72199751
chr11,2909739,2909839
chr11,65479338,65479438
chr11,19092874,19092974
chr16,77270061,77270161
chr16,57683084,57683184
chr1,41733965,41734065
chr17,36833418,36833518
chr8,20238418,20238518
chr15,40567020,40567120
chr7,43622381,43622481
chr11,2421585,2421685
chr7,128731694,128731794
chr7,142912309,142912409
chr16,50058880,50058980
chr15,45410440,45410540
chr4,83660617,83660717
chr5,142035373,142035473
chr7,37221735,37221835
chr1,160163010,160163110
chr17,27077225,27077325
chr19,55813304,55813404
chr19,5048406,5048506
chr17,40177054,40177154
chr7,5534364,5534464
chr17,32688644,32688744
chr17,74519301,74519401
chr17,38716654,38716754
chr8,21641987,21642087
chr1,212185431,212185531
chr7,30780199,30780299
chr19,40023540,40023640
chr1,226735517,226735617
chr7,105650064,105650164
chr7,6362760,6362860
chr16,55499118,55499218
chr5,139348497,139348597
chr8,25991353,25991453
chr1,160055533,160055633
chr17,58114585,58114685
chr2,47214298,47214398
chr17,41923752,41923852
chr19,56015520,56015620
chr12,57632987,57633087
chr7,44517096,44517196
chr7,75943718,75943818
chr17,64563475,64563575
chr1,225960140,225960240
chr5,43105922,43106022
chr8,23329974,23330074
chr8,42948540,42948640
chr11,67273713,67273813
chr5,153990036,153990136
chr10,76995803,76995903
chr7,18705903,18706003
chr1,201482219,201482319
chr12,125667821,125667921
chr17,76418252,76418352
chr1,38455805,38455905
chr9,125112992,125113092
chr15,90863376,90863476
chr11,44307983,44308083
chr1,154990122,154990222
chr2,30934619,30934719
chr17,30580183,30580283
chr21,46548672,46548772
chr12,52721416,52721516
chr7,5125203,5125303
chr10,103769731,103769831
chr1,159130919,159131019
chr17,56190548,56190648
chr12,13408789,13408889
chr1,68808580,68808680
chr17,77389498,77389598
chr10,115281092,115281192
chr5,174961207,174961307
chr1,9687160,9687260
chr17,25708140,25708240
chr5,140904469,140904569
chr19,2611321,2611421
chr15,77925933,77926033
chr2,135208572,135208672
chr16,87812798,87812898
chr6,41336750,41336850
chr1,66708494,66708594
chr11,47376899,47376999
chr1,40804511,40804611
chr3,184089454,184089554
chr2,70875157,70875257
chr10,102921620,102921720
chr1,154532098,154532198
chr2,219712536,219712636
chr19,54527280,54527380
chr19,18049186,18049286
chr1,156415740,156415840
chr11,68868985,68869085
chr17,42852284,42852384
chr8,20233862,20233962
chr20,49546034,49546134
chr17,55320614,55320714
chr5,55566493,55566593
chr20,31377978,31378078
chr8,52921175,52921275
chr17,41755401,41755501
chr19,36618743,36618843
chr1,156195355,156195455
chr16,87236916,87237016
chr1,204958558,204958658
chr20,42378510,42378610
chr3,52157276,52157376
chr1,159750410,159750510
chr8,23145505,23145605
chr3,5163823,5163923
chr17,48474898,48474998
chr12,78319449,78319549
chr3,67164381,67164481
chr16,69788871,69788971
chr3,16219986,16220086
chr10,115323347,115323447
chr2,30338703,30338803
chr7,100066982,100067082
chr10,97453892,97453992
chr7,100702754,100702854
chr1,153722017,153722117
chr5,95194550,95194650
chr20,35515746,35515846
chr7,35577166,35577266
chr1,201865161,201865261
chr7,29961190,29961290
chr16,57496461,57496561
chr12,5112329,5112429
chr6,110026527,110026627
chr7,36024902,36025002
chr6,44281091,44281191
chr19,44289600,44289700
chr19,36184817,36184917
chr6,41286718,41286818
chr5,174363027,174363127
chr1,155034119,155034219
chr7,27200721,27200821
chr8,57154617,57154717
chr7,7464155,7464255
chr1,151566752,151566852
chr21,39728073,39728173
chr3,139048327,139048427
chr1,41882892,41882992
chr21,46712498,46712598
chr3,53254034,53254134
chr7,5744240,5744340
chr10,103600540,103600640
chr11,65652246,65652346
chr11,72542629,72542729
chr20,30410727,30410827
chr2,44706680,44706780
chr20,48687943,48688043
chr9,93677305,93677405
chr7,38255450,38255550
chr1,204096909,204097009
chr15,75092627,75092727
chr8,11623092,11623192
chr12,127778213,127778313
chr5,173846673,173846773
chr7,1619252,1619352
chr6,37659923,37660023
chr6,45898299,45898399
chr1,209750194,209750294
chr7,40174508,40174608
chr19,42612790,42612890
chr11,68811819,68811919
chr1,41898549,41898649
chr11,7687099,7687199
chr8,22480500,22480600
chr17,45307229,45307329
chr11,16810055,16810155
chr20,42709534,42709634
chr1,221651517,221651617
chr7,138423613,138423713
chr3,126108247,126108347
chr2,113357737,113357837
chr8,24857581,24857681
chr21,47390686,47390786
chr19,55672032,55672132
chr17,36714471,36714571
chr17,39823368,39823468
chr7,131544052,131544152
chr1,6761915,6762015
chr17,75327612,75327712
chr20,719800,719900
chr5,145921944,145922044
chr2,60901832,60901932
chr11,61501032,61501132
chr11,77757378,77757478
chr17,34091199,34091299
chr19,50184084,50184184
chr21,32470996,32471096
chr2,85906445,85906545
chr15,85471569,85471669
chr2,42067931,42068031
chr15,40337417,40337517
chr2,223555435,223555535
chr7,131339580,131339680
chr12,54608647,54608747
chr16,147042,147142
chr1,220950192,220950292
chr17,48238969,48239069
chr2,172430710,172430810
chr12,104026492,104026592
chr17,72489624,72489724
chr4,178171386,178171486
chr10,102193671,102193771
chr3,50653489,50653589
chrX,104166952,104167052
chr10,111612341,111612441
chr19,13088785,13088885
chr7,105292939,105293039
chr19,41140529,41140629
chr12,53374781,53374881
chr6,43635092,43635192
chr21,47343240,47343340
chr17,79700888,79700988
chr4,3108465,3108565
chr2,26800816,26800916
chr7,34360661,34360761
chr9,123975619,123975719
chr16,86551424,86551524
chr7,30978495,30978595
chr7,131198418,131198518
chr3,115503470,115503570
chr11,62673560,62673660
chr12,122492356,122492456
chr9,138304566,138304666
chr17,72740858,72740958
chr9,120249923,120250023
chr7,37026850,37026950
chr20,32045116,32045216
chr9,100174118,100174218
chr7,36331221,36331321
chr1,212838702,212838802
chr7,98050436,98050536
chr1,159976255,159976355
chr16,4304121,4304221
chr12,122232216,122232316
chr21,29889439,29889539
chr8,23550287,23550387
chr16,23607675,23607775
chr20,42846110,42846210
chr8,11801294,11801394
chr7,151065335,151065435
chr7,37007057,37007157
chr8,41692364,41692464
chr8,56433578,56433678
chr19,54735674,54735774
chr9,71199491,71199591
chr1,204131740,204131840
chr16,11012746,11012846
chr9,80048721,80048821
chr7,55323367,55323467
chr12,52607399,52607499
chr16,22012434,22012534
chr3,134027344,134027444
chr4,1124490,1124590
chr1,110316435,110316535
chr7,134966367,134966467
chr3,51703430,51703530
chr10,116636942,116637042
chr3,13689892,13689992
chr11,75863349,75863449
chr7,37324459,37324559
chr1,41314339,41314439
chr16,75498732,75498832
chr21,16855635,16855735
chr16,89641146,89641246
chr17,43971732,43971832
chr7,73140202,73140302
chr1,151043649,151043749
chr19,55979276,55979376
chr16,85454462,85454562
chr5,173744413,173744513
chr10,49864418,49864518
chr9,124885395,124885495
chr1,238027701,238027801
chr8,10786075,10786175
chr19,8645774,8645874
chr12,54095696,54095796
chr17,72787733,72787833
chr17,47645341,47645441
chr1,201528909,201529009
chr11,45864802,45864902
chr1,225965321,225965421
chr7,73149164,73149264
chr8,27283842,27283942
chr17,43717857,43717957
chr7,37392622,37392722
chr1,156695728,156695828
chr17,19669933,19670033
chr1,85219367,85219467
chr21,44559219,44559319
chr1,45118670,45118770
chr6,36727076,36727176
chr2,128349172,128349272
chr9,139294710,139294810
chr6,53590764,53590864
chr11,129234155,129234255
chr9,101026187,101026287
chr12,3182700,3182800
chr7,102937768,102937868
chr3,124187198,124187298
chr11,64420701,64420801
chr17,38514853,38514953
chr1,47641153,47641253
chr11,78356391,78356491
chr1,209609174,209609274
chr1,47902242,47902342
chr21,42832671,42832771
chr21,46560384,46560484
chr15,94663273,94663373
chr1,244462884,244462984
chr2,178029418,178029518
chr20,37676828,37676928
chr17,40669618,40669718
chr2,45870910,45871010
chr10,43844052,43844152
chr11,46260816,46260916
chr3,14962792,14962892
chr2,170681424,170681524
chr5,38441958,38442058
chr21,37400903,37401003
chr9,130348899,130348999
chr17,41751310,41751410
chr10,102321866,102321966
chr10,79471311,79471411
chr19,19285962,19286062
chr7,45961890,45961990
chr17,55749396,55749496
chr17,65821479,65821579
chr22,37252520,37252620
chr10,30287401,30287501
chr1,116012442,116012542
chr11,72896378,72896478
chr7,37238603,37238703
chr1,155220591,155220691
chr5,157170606,157170706
chr7,2710671,2710771
chr7,27176150,27176250
