chr8,128508798,128508898
chr5,141348500,141348600
chr13,35731449,35731549
chr17,36762769,36762869
chr14,50787860,50787960
chr16,8754934,8755034
chr11,67273720,67273820
chr16,17561948,17562048
chr12,109956685,109956785
chr3,194827285,194827385
chr8,87521065,87521165
chr7,4681790,4681890
chr17,1961927,1962027
chr19,47251911,47252011
chr7,30978481,30978581
chr17,56422353,56422453
chr7,128067491,128067591
chr19,53238360,53238460
chr7,142700682,142700782
chr6,1856875,1856975
chr4,110215335,110215435
chr4,141445051,141445151
chr1,154297176,154297276
chr7,75272346,75272446
chr11,124285367,124285467
chr4,6976250,6976350
chr2,65059002,65059102
chr12,7053852,7053952
chr1,119551443,119551543
chr7,28962361,28962461
chr5,165057355,165057455
chr14,62304470,62304570
chr1,234462509,234462609
chr11,6527022,6527122
chr7,37026859,37026959
chr5,83007933,83008033
chr5,176432847,176432947
chr3,14832932,14833032
chr2,114723355,114723455
chr6,73839779,73839879
chr3,19908381,19908481
chr3,71760206,71760306
chr1,206635302,206635402
chr11,102212602,102212702
chr11,19098655,19098755
chr1,159184090,159184190
chr6,86901991,86902091
chr17,63227957,63228057
chr10,105302614,105302714
chr11,6384448,6384548
chr20,34802725,34802825
chr19,1781931,1782031
chr17,7039704,7039804
chr17,37080322,37080422
chr19,36235765,36235865
chr2,46220676,46220776
chr22,44477191,44477291
chr20,41816529,41816629
chr6,56767799,56767899
chr4,110725469,110725569
chr1,20901861,20901961
chr3,127814103,127814203
chr17,16267210,16267310
chr2,196440750,196440850
chr16,84706054,84706154
chr6,53583784,53583884
chr1,23425329,23425429
chr10,86189802,86189902
chr5,59109636,59109736
chr1,230256762,230256862
chr6,100908587,100908687
chr12,124953914,124954014
chr10,99674615,99674715
chr2,86263228,86263328
chr3,183945293,183945393
chr17,66459266,66459366
chr1,68315858,68315958
chr19,21881180,21881280
chr3,44364983,44365083
chr4,11767631,11767731
chr4,103930433,103930533
chr19,49617511,49617611
chr8,141210391,141210491
chr1,33342368,33342468
chr1,12335570,12335670
chrY,22902700,22902800
chr3,74316879,74316979
chr2,242893068,242893168
chr7,35559995,35560095
chr1,92392986,92393086
chr7,157225740,157225840
chr9,110103603,110103703
chr17,65356133,65356233
chr11,61515276,61515376
chr6,53851099,53851199
chr12,125423818,125423918
chr20,62066342,62066442
