chr16,57682995,57683251,.,1000,.,445.3612885,-1,4.994048661,118
chr9,135897782,135898053,.,1000,.,438.0491116,-1,4.994048661,129
chr2,30934517,30934827,.,1000,.,435.6825669,-1,4.994048661,131
chr1,17036337,17036589,.,1000,.,414.9834826,-1,4.994048661,118
chr20,36966083,36966363,.,1000,.,409.6958276,-1,4.994048661,150
chr17,78549198,78549438,.,1000,.,400.7797471,-1,4.994048661,115
chr3,195577790,195578053,.,1000,.,396.2836801,-1,4.994048661,139
chr5,179095472,179095722,.,1000,.,389.1261319,-1,4.994048661,124
chr20,30200689,30201001,.,1000,.,388.9300964,-1,4.994048661,181
chr3,48477447,48477719,.,1000,.,386.9309163,-1,4.994048661,140
chr10,65800989,65801265,.,1000,.,386.0621815,-1,4.994048661,138
chr20,32900520,32900798,.,1000,.,382.4359412,-1,4.994048661,142
chr12,54069872,54070142,.,1000,.,376.7057372,-1,4.994048661,127
chr6,53036693,53036985,.,1000,.,376.0090602,-1,4.994048661,147
chr17,32527007,32527255,.,1000,.,374.9765822,-1,4.994048661,124
chr1,114889176,114889451,.,1000,.,373.6973813,-1,4.994048661,142
chr1,16951469,16951721,.,1000,.,372.5699398,-1,4.994048661,118
chr4,83660528,83660784,.,1000,.,368.9022859,-1,4.994048661,131
chr11,129234077,129234339,.,1000,.,367.9534738,-1,4.994048661,137
chr10,46983708,46983983,.,1000,.,367.5672849,-1,4.994048661,140
chr3,194650057,194650315,.,1000,.,364.3263232,-1,4.994048661,127
chr5,140904351,140904659,.,1000,.,364.3142383,-1,4.994048661,132
chr11,65990199,65990468,.,1000,.,363.8974911,-1,4.994048661,129
chr1,155220520,155220777,.,1000,.,358.2543316,-1,4.994048661,116
chr10,90488214,90488497,.,1000,.,358.0550582,-1,4.994048661,150
chr17,37778242,37778476,.,1000,.,356.9751185,-1,4.994048661,127
chr12,54773480,54773737,.,1000,.,356.9508682,-1,4.994048661,139
chr12,45342572,45342818,.,1000,.,356.5564956,-1,4.994048661,118
chr9,136608166,136608421,.,1000,.,354.7165016,-1,4.994048661,132
chr20,30421269,30421503,.,1000,.,354.3969909,-1,4.994048661,111
chr17,43212677,43212953,.,1000,.,353.6896319,-1,4.994048661,145
chr17,25708051,25708308,.,1000,.,352.6856267,-1,4.994048661,123
chr19,48201426,48201666,.,1000,.,351.7923083,-1,4.994048661,124
chr12,58299187,58299431,.,1000,.,351.6523395,-1,4.994048661,125
chr6,15691560,15691813,.,1000,.,351.303067,-1,4.994048661,123
chr1,21596766,21597015,.,1000,.,350.9844349,-1,4.994048661,125
chr5,43105839,43106101,.,1000,.,347.8415693,-1,4.994048661,132
chr2,220507266,220507517,.,1000,.,347.2438123,-1,4.994048661,126
