chr16,57683083,57683183
chr1,114889249,114889349
chr14,50328898,50328998
chr20,32900608,32900708
chr20,56785033,56785133
chr10,6130773,6130873
chr7,150869780,150869880
chr17,32527076,32527176
chr16,4304135,4304235
chr17,39819063,39819163
chr1,225662750,225662850
chr11,192114,192214
chr12,54773572,54773672
chr6,41336744,41336844
chr3,195577878,195577978
chr6,73122029,73122129
chr17,41561093,41561193
chr6,41286723,41286823
chr12,58299264,58299364
chr20,31377958,31378058
chr7,25605648,25605748
chr17,79075641,79075741
chr1,9687154,9687254
chr20,30200781,30200881
chr14,104544429,104544529
chr10,4891981,4892081
chr1,29529523,29529623
chr2,44706683,44706783
chr4,178171363,178171463
chr1,17036402,17036502
chr15,40567036,40567136
chr12,53553280,53553380
chr1,150952085,150952185
chr12,54069962,54070062
chr20,48687953,48688053
chr16,28957031,28957131
chr10,102193665,102193765
chr2,47214294,47214394
chr2,223555423,223555523
chr17,40669625,40669725
chr6,53036794,53036894
chr20,43238768,43238868
chr5,43105923,43106023
chr14,106805077,106805177
chr13,100089269,100089369
chr11,72145295,72145395
chr12,57633000,57633100
chr3,48477543,48477643
chr12,54793199,54793299
chr11,65652240,65652340
chr1,167772725,167772825
chr12,125667809,125667909
chr11,36768766,36768866
chr17,43212750,43212850
chr12,13408787,13408887
chr20,37064050,37064150
chr20,42939915,42940015
chr20,42709545,42709645
chr8,22432000,22432100
chr19,2236358,2236458
chr11,62673559,62673659
chr2,85647885,85647985
chr4,1124476,1124576
chr14,21560777,21560877
chr20,46292628,46292728
chr20,24975580,24975680
chr6,154996844,154996944
chr1,158094910,158095010
chr17,32688651,32688751
chr16,67850561,67850661
chr20,937226,937326
chr11,61666698,61666798
chr12,54140551,54140651
chr20,33680633,33680733
chr13,51644331,51644431
chr21,45066676,45066776
chr10,75608906,75609006
chr3,46120461,46120561
chr13,49343386,49343486
chr1,235247178,235247278
chr8,102339309,102339409
chr5,35925143,35925243
chr22,22292517,22292617
chr15,56538367,56538467
chr1,201865139,201865239
chr19,44289617,44289717
chr17,7591469,7591569
chr16,72866563,72866663
chr17,38716670,38716770
chr2,70875154,70875254
chr2,30934602,30934702
chr10,73808441,73808541
chr1,156415757,156415857
chr19,12675011,12675111
chr19,6862912,6863012
chr10,65801072,65801172
chr7,127849961,127850061
chr6,36734054,36734154
chr12,57506245,57506345
chr11,78356366,78356466
chr20,48786028,48786128
chr19,3822045,3822145
chr1,36615244,36615344
chr6,131949479,131949579
chr17,27053956,27054056
chr6,31514522,31514622
chr3,137787542,137787642
chr20,59804346,59804446
chr14,106725077,106725177
chr2,118572041,118572141
chr8,23268016,23268116
chr19,18117892,18117992
chr14,90866003,90866103
chr11,66176020,66176120
chr17,65471672,65471772
chr1,90228660,90228760
chr20,30410716,30410816
chr2,217531477,217531577
chr22,20144631,20144731
chr14,105116777,105116877
chr12,51735326,51735426
chr20,3800880,3800980
chr11,19092867,19092967
chr8,6792429,6792529
chr17,63133351,63133451
chr14,67826788,67826888
chr6,6677169,6677269
chr19,18362772,18362872
chr22,42062768,42062868
chr17,40474900,40475000
chr20,42846112,42846212
chr11,130731995,130732095
chr19,47141932,47142032
chr10,82265465,82265565
chr2,128349168,128349268
chr20,34542481,34542581
chr20,39597486,39597586
chr17,34476491,34476591
chr3,140911246,140911346
chr16,75498753,75498853
chr19,6517005,6517105
chr17,36571107,36571207
chr8,23145501,23145601
chr1,110527174,110527274
chr20,48595644,48595744
chr20,47950585,47950685
chr3,13689907,13690007
chr22,18312871,18312971
chr1,229797132,229797232
chr17,36823922,36824022
chr10,30287383,30287483
chr1,26324764,26324864
chr17,34985845,34985945
chr20,32045114,32045214
chr1,20820430,20820530
chr17,37778316,37778416
chr22,30401369,30401469
chr6,166519716,166519816
chr1,155034120,155034220
chr20,335224,335324
chr9,130880035,130880135
chr3,136471205,136471305
chr16,147045,147145
chr16,57610411,57610511
chr8,22876887,22876987
chr12,49189767,49189867
chr12,46384480,46384580
chr17,17259487,17259587
chr19,13088788,13088888
chr17,55320607,55320707
chr17,42852286,42852386
chr8,74086710,74086810
chr11,60897373,60897473
chr2,178029417,178029517
chr1,46035879,46035979
chr16,57118265,57118365
chr20,31240875,31240975
chr11,18127675,18127775
chr8,52921180,52921280
chr20,49204812,49204912
chr19,18499328,18499428
chr5,150544511,150544611
chr1,9927684,9927784
chr2,48648027,48648127
chr1,181111772,181111872
chr6,159125352,159125452
chr1,25428063,25428163
chr5,157170634,157170734
chr11,74959842,74959942
chr6,30509356,30509456
chr19,510775,510875
chr19,47987128,47987228
chr12,105446979,105447079
chr14,105947316,105947416
chr2,196933125,196933225
chr19,49601190,49601290
chr6,6547435,6547535
chr5,177591322,177591422
chr20,34790883,34790983
chr20,52532435,52532535
chr2,239892319,239892419
chr20,2153338,2153438
chr5,110493948,110494048
chr7,30780214,30780314
chr1,235257266,235257366
chr11,62791690,62791790
chr8,6786201,6786301
chr16,50058868,50058968
chr12,57856568,57856668
chr5,143204839,143204939
chr10,93058126,93058226
chr1,230778029,230778129
chr5,111496395,111496495
chr12,53715428,53715528
chr11,67150179,67150279
chr14,104387925,104388025
chr7,36331236,36331336
chr14,55737913,55738013
chr20,13100280,13100380
chr12,108957437,108957537
chr14,24578159,24578259
chr10,31072904,31073004
chr7,142912321,142912421
chr11,68868974,68869074
chr20,796787,796887
chr10,88345371,88345471
chr13,113597147,113597247
chr17,55969962,55970062
chr1,33592922,33593022
chr20,46012912,46013012
chr5,39217998,39218098
chr22,23301490,23301590
chr14,24630326,24630426
chr14,102990932,102991032
chr19,49149885,49149985
chr1,155220589,155220689
chr14,23590120,23590220
chr6,149753278,149753378
chr8,29197830,29197930
chr6,159463737,159463837
chr20,62169355,62169455
chr12,118275183,118275283
chr4,114468828,114468928
chr10,74124155,74124255
chr17,41837887,41837987
chr3,195586310,195586410
chr5,174961186,174961286
chr11,65990282,65990382
chr14,106877491,106877591
chr17,75052489,75052589
chr20,31879777,31879877
chr11,117297047,117297147
chr10,97989428,97989528
chr20,35515751,35515851
chr17,2752201,2752301
chr11,17526276,17526376
chr2,48333825,48333925
chr20,23422581,23422681
chr20,37676849,37676949
chr3,170529912,170530012
chr19,46146502,46146602
chr8,128746294,128746394
chr1,6761926,6762026
chr1,111326085,111326185
chr5,142078828,142078928
chr22,41799913,41800013
chr22,19718278,19718378
chr19,56015526,56015626
chr3,115503489,115503589
chr2,75867770,75867870
chr19,41814560,41814660
chr6,42134319,42134419
chr20,60462401,60462501
chr1,145059122,145059222
chr20,3691680,3691780
chr1,111003034,111003134
chr19,15740221,15740321
chr6,43737302,43737402
chr19,10499702,10499802
chr1,154990120,154990220
chr12,57576904,57577004
chr19,36184813,36184913
chr17,36833420,36833520
chr4,668131,668231
chr3,39329968,39330068
chr16,2473243,2473343
chr11,117688587,117688687
chr20,37274887,37274987
chr2,95688161,95688261
chr3,52481194,52481294
chr6,136547510,136547610
chr2,46688666,46688766
chr20,37360271,37360371
chr19,10691784,10691884
chr8,22419488,22419588
chr16,87812791,87812891
chr5,139012990,139013090
chr16,23607685,23607785
chr22,23226292,23226392
chr13,99097702,99097802
chr12,53607202,53607302
chr1,167028537,167028637
chr7,150821134,150821234
chr1,147727284,147727384
chr11,2421586,2421686
chr19,51925300,51925400
chr3,127293933,127294033
chr22,19897610,19897710
chr6,160955392,160955492
chr16,90148468,90148568
chr3,52254558,52254658
chr2,65144883,65144983
chr14,55518247,55518347
chr10,125319006,125319106
chr16,70285883,70285983
chr5,138758106,138758206
chr20,39968774,39968874
chr6,37178360,37178460
chr7,1209650,1209750
chr1,204332937,204333037
chr2,113357727,113357827
chr20,2505137,2505237
chr7,5526658,5526758
chr11,129620885,129620985
chr6,42012102,42012202
chr1,38455805,38455905
chr6,37659933,37660033
chr20,44399942,44400042
chr14,21572757,21572857
chr1,167035970,167036070
chr20,30311804,30311904
chr1,110319579,110319679
chr11,73046639,73046739
chr1,16335626,16335726
chr16,48657260,48657360
chr1,222638764,222638864
chr11,61501041,61501141
chr12,4713917,4714017
chr12,7261891,7261991
chr16,67011688,67011788
chr5,138598476,138598576
chr19,39902583,39902683
chr3,115538759,115538859
chr20,31887081,31887181
chr12,57381448,57381548
chr5,179742840,179742940
chr22,19132320,19132420
chr2,74619235,74619335
chr1,15650152,15650252
chr6,43111384,43111484
chr3,187465898,187465998
chr11,18753664,18753764
chr10,126218822,126218922
chr20,48802893,48802993
chr16,57496455,57496555
chr2,220142511,220142611
chr1,28184671,28184771
chr10,98135175,98135275
chr1,9048238,9048338
chr16,27166458,27166558
chr3,17882867,17882967
chr20,4066034,4066134
chr1,43693046,43693146
chr11,122499789,122499889
chr20,37262389,37262489
chr18,43245200,43245300
chr10,75639551,75639651
chr11,74991314,74991414
chr11,117817772,117817872
chr20,247755,247855
chr1,40804514,40804614
chr3,46746619,46746719
chr22,45131862,45131962
chr2,99266006,99266106
chr10,45353348,45353448
chr12,122232231,122232331
chr10,106051284,106051384
chr7,75807557,75807657
chr8,42948522,42948622
chr7,43622390,43622490
chr13,25861656,25861756
chr11,64071916,64072016
chr11,47174793,47174893
chr16,2390905,2391005
chr4,148788099,148788199
chr10,103832808,103832908
chr2,31556600,31556700
chr1,37169422,37169522
chr10,73656321,73656421
chr20,626280,626380
chr19,41140535,41140635
chr19,4791246,4791346
chr6,134962230,134962330
chr19,18390318,18390418
chr5,175875198,175875298
chr4,29225,29325
chr8,101572033,101572133
chr6,131520942,131521042
chr16,67580990,67581090
chr17,55038442,55038542
chr19,58666568,58666668
chr7,105683392,105683492
chr16,68562649,68562749
chr3,5163806,5163906
chr20,31490412,31490512
