chr14,106873419,106873927,.,1000,.,549.7597703,-1,4.677159655,262
chr14,106765063,106765608,.,1000,.,537.0755418,-1,4.677159655,241
chr14,50328780,50329096,.,1000,.,520.8358349,-1,4.677159655,157
chr1,114889141,114889474,.,1000,.,489.7329924,-1,4.677159655,163
chr15,56538249,56538541,.,1000,.,473.014789,-1,4.677159655,139
chr6,53036661,53037008,.,1000,.,471.1250165,-1,4.677159655,190
chr7,150869656,150869975,.,1000,.,468.6194333,-1,4.677159655,154
chrX,10087522,10087913,.,1000,.,463.804541,-1,4.677159655,213
chr11,189630,190344,.,1000,.,451.2621466,-1,4.677159655,466
chr16,4304037,4304353,.,1000,.,444.6564518,-1,4.677159655,152
chr14,107119916,107120276,.,1000,.,439.9273742,-1,4.677159655,180
chr3,195577775,195578088,.,1000,.,438.2198659,-1,4.677159655,152
chr16,57682981,57683248,.,1000,.,437.8259029,-1,4.677159655,130
chr12,58299161,58299456,.,1000,.,437.6385822,-1,4.677159655,157
chr20,32900506,32900812,.,1000,.,435.5623916,-1,4.677159655,166
chr2,91815066,91815322,.,1000,.,431.4943482,-1,4.677159655,142
chr14,107238836,107239258,.,1000,.,428.4547255,-1,4.677159655,162
chr6,41336634,41336926,.,1000,.,426.7005261,-1,4.677159655,154
chr16,50058785,50059070,.,1000,.,420.62696,-1,4.677159655,144
chr14,21560689,21560984,.,1000,.,420.5012489,-1,4.677159655,137
chr8,22431903,22432224,.,1000,.,419.3780888,-1,4.677159655,150
chr1,150951988,150952271,.,1000,.,419.3700225,-1,4.677159655,146
chr17,41560992,41561311,.,1000,.,418.0202942,-1,4.677159655,150
chr3,48477449,48477715,.,1000,.,417.7713089,-1,4.677159655,132
chr9,130879924,130880230,.,1000,.,415.7123055,-1,4.677159655,156
chr17,39818952,39819284,.,1000,.,414.0382568,-1,4.677159655,152
chr17,79075557,79075854,.,1000,.,409.7110373,-1,4.677159655,157
chr2,30934503,30934796,.,1000,.,409.3137333,-1,4.677159655,159
chr1,9687028,9687341,.,1000,.,406.9294013,-1,4.677159655,161
chr11,72145157,72145522,.,1000,.,406.9091247,-1,4.677159655,176
chr20,30200679,30200987,.,1000,.,406.075215,-1,4.677159655,159
chr17,43212670,43212967,.,1000,.,404.0684638,-1,4.677159655,152
chr15,40566938,40567222,.,1000,.,402.4507021,-1,4.677159655,135
chr16,75498637,75498951,.,1000,.,401.238521,-1,4.677159655,170
chr10,6130659,6130987,.,1000,.,400.754385,-1,4.677159655,161
chr17,78549166,78549431,.,1000,.,400.4577601,-1,4.677159655,129
chr6,15691526,15691830,.,1000,.,398.313732,-1,4.677159655,149
chr19,41140438,41140726,.,1000,.,396.6308976,-1,4.677159655,160
chr10,76995708,76995997,.,1000,.,396.4696352,-1,4.677159655,161
chr6,73121931,73122204,.,1000,.,395.6261705,-1,4.677159655,134
chr14,107147564,107148258,.,1000,.,394.8034222,-1,4.677159655,240
chr20,56784924,56785228,.,1000,.,394.2454512,-1,4.677159655,168
chr14,23590023,23590324,.,1000,.,393.6393576,-1,4.677159655,143
chr15,22460995,22461568,.,1000,.,391.5555559,-1,4.677159655,279
chr3,46530220,46530485,.,1000,.,391.2567764,-1,4.677159655,137
chr1,17036330,17036601,.,1000,.,391.0888718,-1,4.677159655,108
chr2,44706594,44706878,.,1000,.,390.2146127,-1,4.677159655,119
chr5,137688066,137688368,.,1000,.,389.4450947,-1,4.677159655,144
chrX,100023776,100024056,.,1000,.,389.1235508,-1,4.677159655,138
chr1,225662661,225662969,.,1000,.,388.4215539,-1,4.677159655,162
